timestamp,gps_longitude,gps_latitude,gps_accuracy_m
2025.12.16_07.23.41,4.389231624081731,50.822161473333836,
2025.12.16_07.23.48,4.389134645462036,50.8221151214093,
2025.12.16_07.23.50,4.389099357649684,50.82210045307875,
2025.12.16_07.23.54,4.3890332244336605,50.82206868566573,
2025.12.16_07.23.55,4.389011599123478,50.82205628044903,
2025.12.16_07.23.58,4.3889442924410105,50.82203364931047,
2025.12.16_07.24.06,4.388742372393608,50.82193675450981,
2025.12.16_07.24.08,4.388697445392609,50.82191102206707,
2025.12.16_07.24.11,4.388630976900458,50.82189383916557,
2025.12.16_07.24.14,4.388568950816989,50.821884367614985,
2025.12.16_07.24.18,4.388485718518496,50.82187665626407,
2025.12.16_07.24.19,4.388465099036694,50.82187598571181,
2025.12.16_07.24.20,4.388446323573589,50.821869280189276,
2025.12.16_07.24.24,4.388379352167249,50.82184488885105,
2025.12.16_07.24.25,4.388355799019337,50.82184245809913,
2025.12.16_07.24.28,4.388290923088789,50.82182535901666,
2025.12.16_07.24.32,4.3882200960069895,50.82179241813719,
2025.12.16_07.24.41,4.388047931715846,50.82170147448778,
2025.12.16_07.24.43,4.388022869825363,50.821669455617666,
2025.12.16_07.24.46,4.387976853176951,50.82163383252919,
2025.12.16_07.24.55,4.387853555381298,50.82154791802168,
2025.12.16_07.25.02,4.387754565104842,50.82148924469948,
2025.12.16_07.25.04,4.387743752449751,50.821476839482784,
2025.12.16_07.25.13,4.387610396370292,50.82142202183604,
2025.12.16_07.25.15,4.387572091072798,50.82141447812319,
2025.12.16_07.25.23,4.387384168803692,50.82137516699731,
2025.12.16_07.25.25,4.3873462826013565,50.82136133685708,
2025.12.16_07.25.28,4.387290962040424,50.821342561393976,
2025.12.16_07.25.40,4.3870682548731565,50.82123527303338,
2025.12.16_07.25.48,4.386920481920242,50.82117257639766,
2025.12.16_07.25.53,4.386811517179012,50.821131840348244,
2025.12.16_07.25.56,4.386772541329265,50.821118177846074,
2025.12.16_07.25.59,4.386723758652806,50.82110082730651,
2025.12.16_07.26.01,4.386696433648467,50.821083979681134,
2025.12.16_07.26.03,4.386722669005394,50.82105246372521,
2025.12.16_07.26.12,4.386771284043789,50.820928076282144,
2025.12.16_07.26.13,4.386780336499214,50.820918856188655,
2025.12.16_07.26.16,4.386829873546958,50.82088398747146,
2025.12.16_07.26.18,4.386853761970997,50.8208579197526,
2025.12.16_07.26.25,4.386950824409723,50.8207643777132,
2025.12.16_07.26.30,4.387019723653793,50.82071618176997,
2025.12.16_07.26.33,4.387066829949617,50.82068885676563,
2025.12.16_07.26.41,4.387185433879495,50.820609061047435,
2025.12.16_07.26.48,4.387214854359627,50.82057477906346,
2025.12.16_07.26.55,4.38720965757966,50.820554327219725,
2025.12.16_07.26.57,4.38719792291522,50.820563631132245,
2025.12.16_07.27.04,4.387196497991681,50.82054049707949,
2025.12.16_07.27.10,4.387228516861796,50.82044611684978,
2025.12.16_07.27.13,4.387232540175319,50.82039909437299,
2025.12.16_07.27.17,4.387255925685167,50.82034444436431,
2025.12.16_07.27.19,4.387280065566301,50.82032047212124,
2025.12.16_07.27.21,4.387313844636083,50.82029792480171,
2025.12.16_07.27.24,4.387351647019386,50.82025961950421,
2025.12.16_07.27.26,4.387374361976981,50.820232378318906,
2025.12.16_07.27.30,4.387408057227731,50.82017378881574,
2025.12.16_07.27.36,4.387493720278144,50.820098938420415,
2025.12.16_07.27.37,4.38752087764442,50.82009927369654,
2025.12.16_07.27.41,4.387609558179975,50.820106733590364,
2025.12.16_07.27.45,4.3877282459288836,50.820134058594704,
2025.12.16_07.27.51,4.387844838202,50.8201842661947,
2025.12.16_07.28.00,4.388008285313845,50.8202656544745,
2025.12.16_07.28.08,4.3881535436958075,50.820326590910554,
2025.12.16_07.28.17,4.388312799856067,50.820405380800366,
2025.12.16_07.28.26,4.38846979290247,50.82048718817532,
2025.12.16_07.28.34,4.3886123690754175,50.82054636441171,
2025.12.16_07.28.42,4.388760142028332,50.82061467692256,
2025.12.16_07.28.51,4.388899449259043,50.82070394419134,
2025.12.16_07.28.52,4.388915961608291,50.82071425393224,
2025.12.16_07.29.00,4.389081839472055,50.82078466191888,
2025.12.16_07.29.02,4.389120228588581,50.82080637104809,
2025.12.16_07.29.06,4.389185523614287,50.82085322588682,
2025.12.16_07.29.15,4.389254087582231,50.82097124308348,
2025.12.16_07.29.24,4.389356346800923,50.82107417285442,
2025.12.16_07.29.25,4.3893639743328094,50.82107601687312,
2025.12.16_07.29.27,4.389394652098417,50.821090852841735,
2025.12.16_07.29.30,4.389450643211603,50.82111893221736,
2025.12.16_07.29.32,4.389483332633972,50.821115244179964,
2025.12.16_07.29.43,4.389651138335466,50.82103913649917,
2025.12.16_07.29.45,4.389691622927785,50.82101985812187,
2025.12.16_07.29.47,4.389715427532792,50.821021450683475,
2025.12.16_07.29.49,4.389746859669685,50.82101776264608,
2025.12.16_07.29.56,4.38991466537118,50.82095188088715,
2025.12.16_07.29.57,4.389940984547138,50.82094006240368,
2025.12.16_07.29.58,4.389965292066336,50.82092539407313,
2025.12.16_07.30.05,4.390053385868669,50.82084249705076,
2025.12.16_07.30.07,4.390070820227265,50.82082321867347,
2025.12.16_07.30.13,4.390131672844291,50.820755660533905,
2025.12.16_07.30.21,4.390265364199877,50.8205936383456,
2025.12.16_07.30.23,4.39030266366899,50.820559188723564,
2025.12.16_07.30.34,4.390455968677998,50.82041325978935,
2025.12.16_07.30.45,4.3905973713845015,50.82028686068952,
2025.12.16_07.30.53,4.390674065798521,50.82019046880305,
2025.12.16_07.30.54,4.390669791027904,50.8201773930341,
2025.12.16_07.30.55,4.390655541792512,50.8201620541513,
2025.12.16_07.31.00,4.390547163784504,50.82010405138135,
2025.12.16_07.31.05,4.390461416915059,50.82004638388753,
2025.12.16_07.31.06,4.39044582657516,50.82003188319504,
2025.12.16_07.31.10,4.39036326482892,50.81999743357301,
2025.12.16_07.31.12,4.390326049178839,50.819991985335946,
2025.12.16_07.31.13,4.390312470495701,50.81998142413795,
2025.12.16_07.31.18,4.390225550159812,50.819923589006066,
2025.12.16_07.31.26,4.390055146068335,50.81985695287585,
2025.12.16_07.31.37,4.389863284304738,50.81976559013128,
2025.12.16_07.31.45,4.389708722010255,50.81972485408187,
2025.12.16_07.31.53,4.389567989856005,50.81966316327453,
2025.12.16_07.32.03,4.3893645610660315,50.81962376832962,
2025.12.16_07.32.06,4.389351820573211,50.81962217576802,
2025.12.16_07.32.09,4.38935131765902,50.819620583206415,
2025.12.16_07.32.10,4.38935131765902,50.8196197450161,
