timestamp,gps_longitude,gps_latitude,gps_accuracy_m
2025.12.13_09.56.52,5.343214748427272,50.2103481721133,
2025.12.13_09.57.02,5.343325138092041,50.210308860987425,
2025.12.13_09.57.03,5.343340560793877,50.2103016525507,
2025.12.13_09.57.11,5.3434383776038885,50.210232585668564,
2025.12.13_09.57.21,5.343517754226923,50.210144240409136,
2025.12.13_09.57.30,5.3435856476426125,50.21005857735872,
2025.12.13_09.57.31,5.343593275174499,50.21004902198911,
2025.12.13_09.57.44,5.343718333169818,50.20991239696741,
2025.12.13_09.57.53,5.3438073489815,50.20982002839446,
2025.12.13_09.58.01,5.343890329822898,50.20973537117243,
2025.12.13_09.58.09,5.343953361734748,50.209659431129694,
2025.12.13_09.58.16,5.344014298170805,50.20957753993571,
2025.12.13_09.58.19,5.344038438051939,50.20954258739948,
2025.12.13_09.58.21,5.344049334526062,50.20951543003321,
2025.12.13_09.58.26,5.344076491892338,50.20944929681718,
2025.12.13_09.58.31,5.3440922498703,50.209392635151744,
2025.12.13_09.58.32,5.3440954349935055,50.20938056521118,
2025.12.13_09.58.42,5.3441219218075275,50.2092516515404,
2025.12.13_09.58.47,5.344123179093003,50.20918627269566,
2025.12.13_09.59.01,5.344097362831235,50.209006648510695,
2025.12.13_09.59.11,5.344038354232907,50.208887457847595,
2025.12.13_09.59.15,5.344003150239587,50.20883968099952,
2025.12.13_09.59.26,5.34390265122056,50.20870255306363,
2025.12.13_09.59.34,5.343837523832917,50.20861152559519,
2025.12.13_09.59.41,5.34377658739686,50.20853927358985,
2025.12.13_09.59.47,5.343727050349116,50.20847288891673,
2025.12.13_09.59.59,5.343626299872994,50.20833794027567,
2025.12.13_10.00.06,5.34354348666966,50.20825353451073,
2025.12.13_10.00.08,5.343522531911731,50.2082291431725,
2025.12.13_10.00.13,5.34346042200923,50.20816535688937,
2025.12.13_10.00.17,5.343437371775508,50.208112047985196,
2025.12.13_10.00.18,5.343439634889364,50.20809863694012,
2025.12.13_10.00.30,5.3434383776038885,50.20794508047402,
2025.12.13_10.00.38,5.343423457816243,50.20784332416952,
2025.12.13_10.00.47,5.343438629060984,50.20773829892278,
2025.12.13_10.00.54,5.343491518869996,50.20765548571944,
2025.12.13_10.00.55,5.343488920480013,50.20765179768205,
2025.12.13_10.00.59,5.343486238270998,50.207652635872364,
2025.12.13_10.01.03,5.343469977378845,50.20765531808138,
2025.12.13_10.01.10,5.343338465318084,50.207637548446655,
2025.12.13_10.01.11,5.343317091464996,50.20764064975083,
2025.12.13_10.01.20,5.343146771192551,50.20767887122929,
2025.12.13_10.01.25,5.343050379306078,50.20769286900759,
2025.12.13_10.01.31,5.342934876680374,50.20771608687937,
