timestamp,gps_longitude,gps_latitude,gps_accuracy_m
2025.12.12_11.44.18,4.6220482885837555,50.668470561504364,
2025.12.12_11.44.19,4.622067986056209,50.668470645323396,
2025.12.12_11.44.29,4.622175190597773,50.66850802861154,
2025.12.12_11.44.34,4.622255992144346,50.66851867362857,
2025.12.12_11.44.36,4.622287843376398,50.66852496005595,
2025.12.12_11.44.43,4.62242916226387,50.66852663643658,
2025.12.12_11.44.49,4.622518345713615,50.66855588927865,
2025.12.12_11.44.51,4.622550280764699,50.66855739802122,
2025.12.12_11.44.58,4.622672740370035,50.6685774307698,
2025.12.12_11.44.59,4.622694868594408,50.66857231780887,
2025.12.12_11.45.01,4.622742393985391,50.66856452263892,
2025.12.12_11.45.06,4.622865440323949,50.66854918375611,
2025.12.12_11.45.07,4.622883880510926,50.66855052486062,
2025.12.12_11.45.14,4.62305411696434,50.66856938414276,
2025.12.12_11.45.19,4.623154867440462,50.6685774307698,
2025.12.12_11.45.23,4.623217144981027,50.66859536804259,
2025.12.12_11.45.24,4.6232363395392895,50.66859704442322,
2025.12.12_11.45.25,4.6232525166124105,50.66859603859484,
2025.12.12_11.45.26,4.623264670372009,50.66859436221421,
2025.12.12_11.45.27,4.6232731360942125,50.6685811188072,
2025.12.12_11.45.31,4.623334491625428,50.668548345565796,
2025.12.12_11.45.32,4.6233544405549765,50.66855035722256,
2025.12.12_11.45.37,4.623439516872168,50.668542478233576,
2025.12.12_11.45.38,4.623466087505221,50.668540466576815,
2025.12.12_11.45.44,4.623588044196367,50.66852789372206,
2025.12.12_11.45.52,4.623762890696526,50.66853912547231,
2025.12.12_11.46.00,4.623943855985999,50.66852957010269,
2025.12.12_11.46.01,4.623957686126232,50.668520433828235,
2025.12.12_11.46.09,4.624020550400019,50.66840694285929,
2025.12.12_11.46.16,4.624029351398349,50.66831055097282,
2025.12.12_11.46.21,4.624026753008366,50.66823964007199,
2025.12.12_11.46.23,4.624030357226729,50.668213572353125,
2025.12.12_11.46.28,4.624047037214041,50.66815925762057,
2025.12.12_11.46.30,4.6240529883652925,50.6681352853775,
2025.12.12_11.46.32,4.624061286449432,50.66810863092542,
2025.12.12_11.46.36,4.624063465744257,50.668052891269326,
2025.12.12_11.46.37,4.624060029163957,50.66803897731006,
2025.12.12_11.46.46,4.624071177095175,50.667921379208565,
2025.12.12_11.46.48,4.624061118811369,50.66789782606065,
2025.12.12_11.46.53,4.624042175710201,50.66787527874112,
2025.12.12_11.46.58,4.624053742736578,50.66787242889404,
2025.12.12_11.46.59,4.624070255085826,50.66786798648536,
2025.12.12_11.47.00,4.6240836661309,50.66786002367735,
2025.12.12_11.47.05,4.624105375260115,50.667765475809574,
2025.12.12_11.47.06,4.624098921194673,50.667747873812914,
2025.12.12_11.47.07,4.624081822112203,50.66773345693946,
2025.12.12_11.47.09,4.624049719423056,50.667717698961496,
2025.12.12_11.47.11,4.6240052953362465,50.667748376727104,
