timestamp,gps_longitude,gps_latitude,gps_accuracy_m,base_name
2025.12.17_17.29.05,4.621913,50.668415,12,lln_3
2025.12.17_17.29.05,4.621913,50.668415,12,lln_3
2025.12.17_17.29.06,4.621854,50.668486,3,lln_3
2025.12.17_17.29.11,4.621854,50.668486,3,lln_3
2025.12.17_17.29.11,4.622012,50.668473,3,lln_3
2025.12.17_17.29.16,4.622153,50.668471,3,lln_3
2025.12.17_17.29.17,4.622153,50.668471,3,lln_3
2025.12.17_17.29.22,4.622299,50.668484,3,lln_3
2025.12.17_17.29.24,4.622299,50.668484,3,lln_3
2025.12.17_17.29.27,4.622299,50.668484,3,lln_3
2025.12.17_17.29.29,4.622442,50.668491,3,lln_3
2025.12.17_17.29.32,4.622442,50.668491,3,lln_3
2025.12.17_17.29.37,4.622442,50.668491,3,lln_3
2025.12.17_17.29.37,4.6226,50.668501,3,lln_3
2025.12.17_17.29.45,4.622741,50.668515,3,lln_3
2025.12.17_17.29.52,4.622885,50.668513,3,lln_3
2025.12.17_17.29.59,4.623035,50.668524,3,lln_3
2025.12.17_17.30.06,4.623186,50.668521,3,lln_3
2025.12.17_17.30.12,4.623323,50.668497,3,lln_3
2025.12.17_17.30.19,4.623482,50.668481,3,lln_3
2025.12.17_17.30.26,4.623636,50.668479,3,lln_3
2025.12.17_17.30.33,4.62378,50.668475,3,lln_3
2025.12.17_17.30.40,4.623923,50.668477,3,lln_3
2025.12.17_17.30.49,4.624014,50.668401,3,lln_3
2025.12.17_17.30.57,4.624036,50.668311,3,lln_3
2025.12.17_17.31.04,4.62404,50.668218,3,lln_3
2025.12.17_17.31.11,4.62401,50.668118,3,lln_3
2025.12.17_17.31.19,4.624006,50.668015,3,lln_3
2025.12.17_17.31.43,4.623989,50.667853,3,lln_3
2025.12.17_17.31.50,4.623846,50.667868,3,lln_3
2025.12.17_17.31.57,4.623678,50.66787,3,lln_3
2025.12.17_17.32.03,4.623523,50.667876,3,lln_3
2025.12.17_17.32.10,4.623368,50.667865,3,lln_3
2025.12.17_17.32.17,4.623204,50.667862,3,lln_3
2025.12.17_17.32.24,4.623049,50.667869,3,lln_3
2025.12.17_17.32.31,4.622903,50.667895,3,lln_3
2025.12.17_17.32.39,4.622757,50.667885,3,lln_3
2025.12.17_17.32.45,4.62262,50.667851,3,lln_3
2025.12.17_17.32.52,4.622483,50.667882,3,lln_3
2025.12.17_17.32.59,4.622339,50.66791,3,lln_3
2025.12.17_17.33.07,4.622204,50.667947,3,lln_3
2025.12.17_17.33.14,4.622081,50.667996,3,lln_3
2025.12.17_17.33.21,4.621937,50.668026,3,lln_3
2025.12.17_17.33.27,4.621794,50.668039,3,lln_3
2025.12.17_17.33.34,4.621645,50.668046,4,lln_3
2025.12.17_17.33.40,4.621489,50.668062,3,lln_3
2025.12.17_17.33.46,4.621342,50.668051,3,lln_3
2025.12.17_17.33.53,4.621178,50.668036,3,lln_3
2025.12.17_17.34.00,4.62102,50.668043,3,lln_3
2025.12.17_17.34.07,4.620915,50.668111,3,lln_3
2025.12.17_17.34.17,4.620795,50.668177,3,lln_3
2025.12.17_17.34.26,4.62064,50.668185,3,lln_3
2025.12.17_17.34.32,4.620514,50.668124,3,lln_3
2025.12.17_17.34.38,4.620347,50.668115,3,lln_3
2025.12.17_17.34.44,4.62019,50.668113,3,lln_3
2025.12.17_17.34.51,4.620038,50.668124,3,lln_3
2025.12.17_17.34.58,4.619881,50.668101,3,lln_3
2025.12.17_17.35.04,4.619732,50.668074,3,lln_3
2025.12.17_17.35.11,4.619582,50.668077,3,lln_3
2025.12.17_17.35.18,4.619441,50.668053,3,lln_3
2025.12.17_17.35.25,4.619285,50.66807,3,lln_3
2025.12.17_17.35.32,4.619145,50.668111,3,lln_3
2025.12.17_17.35.39,4.618995,50.668109,3,lln_3
2025.12.17_17.35.46,4.618839,50.66809,3,lln_3
2025.12.17_17.35.54,4.618685,50.668069,3,lln_3
2025.12.17_17.36.07,4.61851,50.668044,3,lln_3
2025.12.17_17.36.12,4.618369,50.668062,3,lln_3
2025.12.17_17.36.19,4.618223,50.668081,3,lln_3
2025.12.17_17.36.34,4.618065,50.668071,3,lln_3
2025.12.17_17.36.40,4.61792,50.668051,3,lln_3
2025.12.17_17.38.06,4.61671,50.668699,3,lln_3
2025.12.17_17.38.14,4.616668,50.668789,3,lln_3
2025.12.17_17.38.22,4.616633,50.668889,3,lln_3
2025.12.17_17.38.28,4.616557,50.668969,3,lln_3
2025.12.17_17.38.34,4.616464,50.669042,3,lln_3
2025.12.17_17.38.40,4.616364,50.669112,3,lln_3
2025.12.17_17.38.46,4.616267,50.669181,3,lln_3
2025.12.17_17.38.50,4.616267,50.669181,3,lln_3
