timestamp,gps_longitude,gps_latitude,gps_accuracy_m,base_name
2025.12.14_12.09.27,5.343184,50.210365,3,waha_4
2025.12.14_12.09.27,5.343185,50.210368,3,waha_4
2025.12.14_12.09.29,5.343185,50.210368,3,waha_4
2025.12.14_12.09.35,5.343185,50.210368,3,waha_4
2025.12.14_12.09.37,5.34331,50.21031,3,waha_4
2025.12.14_12.09.42,5.34331,50.21031,3,waha_4
2025.12.14_12.09.44,5.34341,50.210242,3,waha_4
2025.12.14_12.09.48,5.34341,50.210242,3,waha_4
2025.12.14_12.09.51,5.343507,50.210167,3,waha_4
2025.12.14_12.09.55,5.343507,50.210167,3,waha_4
2025.12.14_12.09.58,5.343596,50.21009,3,waha_4
2025.12.14_12.10.02,5.343596,50.21009,3,waha_4
2025.12.14_12.10.05,5.343675,50.210015,3,waha_4
2025.12.14_12.10.08,5.343675,50.210015,3,waha_4
2025.12.14_12.10.12,5.343751,50.209935,3,waha_4
2025.12.14_12.10.15,5.343751,50.209935,3,waha_4
2025.12.14_12.10.19,5.34382,50.209856,3,waha_4
2025.12.14_12.10.26,5.343894,50.20977,3,waha_4
2025.12.14_12.10.33,5.343975,50.20968,3,waha_4
2025.12.14_12.10.39,5.344013,50.209593,3,waha_4
2025.12.14_12.10.46,5.344066,50.209503,3,waha_4
2025.12.14_12.10.53,5.344102,50.209416,3,waha_4
2025.12.14_12.11.01,5.34416,50.209324,3,waha_4
2025.12.14_12.11.08,5.344161,50.209228,3,waha_4
2025.12.14_12.11.15,5.344141,50.209127,3,waha_4
2025.12.14_12.11.22,5.344112,50.209031,3,waha_4
2025.12.14_12.11.30,5.344084,50.208932,3,waha_4
2025.12.14_12.11.39,5.344065,50.208835,3,waha_4
2025.12.14_12.11.46,5.343986,50.20875,3,waha_4
2025.12.14_12.11.52,5.343894,50.208675,3,waha_4
2025.12.14_12.11.59,5.34381,50.208603,3,waha_4
2025.12.14_12.12.07,5.343755,50.208514,3,waha_4
2025.12.14_12.12.14,5.343684,50.208425,3,waha_4
2025.12.14_12.12.21,5.343627,50.208327,3,waha_4
2025.12.14_12.12.27,5.343513,50.208272,3,waha_4
2025.12.14_12.12.34,5.343472,50.208178,3,waha_4
2025.12.14_12.12.40,5.343434,50.208076,3,waha_4
2025.12.14_12.12.46,5.343419,50.207984,3,waha_4
2025.12.14_12.12.53,5.343414,50.207889,3,waha_4
2025.12.14_12.13.00,5.343392,50.207792,3,waha_4
2025.12.14_12.13.18,5.343444,50.207645,3,waha_4
2025.12.14_12.13.23,5.343306,50.207665,3,waha_4
2025.12.14_12.13.31,5.343151,50.20769,3,waha_4
2025.12.14_12.13.38,5.343001,50.207717,3,waha_4
2025.12.14_12.13.45,5.342857,50.20773,3,waha_4
2025.12.14_12.13.52,5.3427,50.207725,3,waha_4
2025.12.14_12.14.00,5.342553,50.207698,3,waha_4
2025.12.14_12.14.07,5.342431,50.207646,3,waha_4
2025.12.14_12.14.15,5.342303,50.207585,3,waha_4
2025.12.14_12.14.22,5.3422,50.207504,3,waha_4
2025.12.14_12.14.28,5.342087,50.207445,3,waha_4
2025.12.14_12.14.35,5.341967,50.207381,3,waha_4
2025.12.14_12.14.42,5.341836,50.207339,3,waha_4
2025.12.14_12.14.49,5.341717,50.207287,3,waha_4
2025.12.14_12.14.56,5.341603,50.207234,3,waha_4
2025.12.14_12.15.03,5.341478,50.207178,3,waha_4
2025.12.14_12.15.10,5.341341,50.207121,3,waha_4
2025.12.14_12.15.16,5.341224,50.207065,3,waha_4
2025.12.14_12.15.23,5.341094,50.207007,3,waha_4
2025.12.14_12.15.30,5.340959,50.206963,3,waha_4
2025.12.14_12.15.37,5.340832,50.206917,3,waha_4
2025.12.14_12.17.59,5.338793,50.207494,3,waha_4
2025.12.14_12.18.04,5.33869,50.20757,3,waha_4
2025.12.14_12.18.11,5.338586,50.207651,3,waha_4
2025.12.14_12.18.17,5.338498,50.207738,3,waha_4
2025.12.14_12.18.23,5.338425,50.207818,3,waha_4
2025.12.14_12.18.30,5.338335,50.207905,3,waha_4
2025.12.14_12.18.37,5.338248,50.207986,3,waha_4
2025.12.14_12.18.44,5.338154,50.208063,3,waha_4
2025.12.14_12.18.51,5.338073,50.208145,3,waha_4
2025.12.14_12.18.58,5.337995,50.208229,3,waha_4
2025.12.14_12.19.05,5.337924,50.208315,3,waha_4
2025.12.14_12.19.12,5.337825,50.208391,3,waha_4
2025.12.14_12.19.19,5.337724,50.208469,3,waha_4
2025.12.14_12.19.26,5.33762,50.208542,3,waha_4
2025.12.14_12.19.33,5.337504,50.208611,3,waha_4
2025.12.14_12.19.40,5.337393,50.208682,3,waha_4
2025.12.14_12.19.47,5.337284,50.208748,3,waha_4
2025.12.14_12.19.54,5.33717,50.208805,3,waha_4
2025.12.14_12.20.01,5.337056,50.208861,3,waha_4
2025.12.14_12.20.08,5.336936,50.208916,3,waha_4
2025.12.14_12.20.15,5.336803,50.208964,3,waha_4
2025.12.14_12.20.16,5.336803,50.208964,3,waha_4
